x1,x2,y1
-0.8064,0.8388,55.41074168
-0.8064,0.871,55.61690862
-0.8064,0.9032,55.82203872
-0.8064,0.9354,56.02613198
-0.8064,0.9678,56.23044638
-0.8064,1,56.43245952
-0.7742,-1,42.23250718
-0.7742,-0.9678,42.48855192
-0.7742,-0.9354,42.74514048
-0.7742,-0.9032,42.9991051
-0.7742,-0.871,43.25203288
-0.7742,-0.8388,43.50392382
-0.7742,-0.8064,43.75633278
-0.7742,-0.7742,44.0061436
-0.7742,-0.742,44.25491758
-0.7742,-0.7096,44.50419022
-0.7742,-0.6774,44.75088408
-0.7742,-0.6452,44.9965411
-0.7742,-0.613,45.24116128
-0.7742,-0.5806,45.48625432
-0.7742,-0.5484,45.72879438
-0.7742,-0.5162,45.9702976
-0.7742,-0.4838,46.21225432
-0.7742,-0.4516,46.45167742
-0.7742,-0.4194,46.69006368
-0.7742,-0.387,46.92888408
-0.7742,-0.3548,47.16519022
-0.7742,-0.3226,47.40045952
-0.7742,-0.2904,47.63469198
-0.7742,-0.258,47.86933278
-0.7742,-0.2258,48.10148512
-0.7742,-0.1936,48.33260062
-0.7742,-0.1612,48.5641051
-0.7742,-0.129,48.79314048
-0.7742,-0.0968,49.02113902
-0.7742,-0.0646,49.24810072
-0.7742,-0.0322,49.4754256
-0.7742,0,49.70030718
-0.7742,0.0322,49.92415192
-0.7742,0.0646,50.14834048
-0.7742,0.0968,50.3701051
-0.7742,0.129,50.59083288
-0.7742,0.1612,50.81052382
-0.7742,0.1936,51.03053278
-0.7742,0.2258,51.2481436
-0.7742,0.258,51.46471758
-0.7742,0.2904,51.68159022
-0.7742,0.3226,51.89608408
-0.7742,0.3548,52.1095411
-0.7742,0.387,52.32196128
-0.7742,0.4194,52.53465432
-0.7742,0.4516,52.74499438
-0.7742,0.4838,52.9542976
-0.7742,0.5162,53.16385432
-0.7742,0.5484,53.37107742
-0.7742,0.5806,53.57726368
-0.7742,0.613,53.78368408
-0.7742,0.6452,53.98779022
-0.7742,0.6774,54.19085952
-0.7742,0.7096,54.39289198
-0.7742,0.742,54.59513278
-0.7742,0.7742,54.79508512
-0.7742,0.8064,54.99400062
-0.7742,0.8388,55.1931051
-0.7742,0.871,55.38994048
-0.7742,0.9032,55.58573902
-0.7742,0.9354,55.78050072
-0.7742,0.9678,55.9754256
-0.7742,1,56.16810718
-0.742,-1,42.546718
-0.742,-0.9678,42.79343118
-0.742,-0.9354,43.04063022
-0.742,-0.9032,43.28526328
-0.742,-0.871,43.5288595
-0.742,-0.8388,43.77141888
-0.742,-0.8064,44.01443832
-0.742,-0.7742,44.25491758
-0.742,-0.742,44.49436
-0.742,-0.7096,44.73424312
-0.742,-0.6774,44.97160542
-0.742,-0.6452,45.20793088
-0.742,-0.613,45.4432195
-0.742,-0.5806,45.67892302
-0.742,-0.5484,45.91213152
-0.742,-0.5162,46.14430318
-0.742,-0.4838,46.37687038
-0.742,-0.4516,46.60696192
-0.742,-0.4194,46.83601662
-0.742,-0.387,47.0654475
-0.742,-0.3548,47.29242208
-0.742,-0.3226,47.51835982
-0.742,-0.2904,47.74326072
-0.742,-0.258,47.968512
-0.742,-0.2258,48.19133278
-0.742,-0.1936,48.41311672
-0.742,-0.1612,48.63523168
-0.742,-0.129,48.8549355
-0.742,-0.0968,49.07360248
-0.742,-0.0646,49.29123262
-0.742,-0.0322,49.50916798
-0.742,0,49.724718
-0.742,0.0322,49.93923118
-0.742,0.0646,50.15403022
-0.742,0.0968,50.36646328
-0.742,0.129,50.5778595
-0.742,0.1612,50.78821888
-0.742,0.1936,50.99883832
-0.742,0.2258,51.20711758
-0.742,0.258,51.41436
-0.742,0.2904,51.62184312
-0.742,0.3226,51.82700542
-0.742,0.3548,52.03113088
-0.742,0.387,52.2342195
-0.742,0.4194,52.43752302
-0.742,0.4516,52.63853152
-0.742,0.4838,52.83850318
-0.742,0.5162,53.03867038
-0.742,0.5484,53.23656192
-0.742,0.5806,53.43341662
-0.742,0.613,53.6304475
-0.742,0.6452,53.82522208
-0.742,0.6774,54.01895982
-0.742,0.7096,54.21166072
-0.742,0.742,54.404512
-0.742,0.7742,54.59513278
-0.742,0.8064,54.78471672
-0.742,0.8388,54.97443168
-0.742,0.871,55.1619355
-0.742,0.9032,55.34840248
-0.742,0.9354,55.53383262
-0.742,0.9678,55.71936798
-0.742,1,55.902718
-0.7096,-1,42.86183392
-0.7096,-0.9678,43.09915758
-0.7096,-0.9354,43.33690878
-0.7096,-0.9032,43.57215232
-0.7096,-0.871,43.80635902
-0.7096,-0.8388,44.03952888
-0.7096,-0.8064,44.27310048
-0.7096,-0.7742,44.50419022
-0.7096,-0.742,44.73424312
-0.7096,-0.7096,44.9646784
-0.7096,-0.6774,45.19265118
-0.7096,-0.6452,45.41958712
-0.7096,-0.613,45.64548622
-0.7096,-0.5806,45.8717419
-0.7096,-0.5484,46.09556088
-0.7096,-0.5162,46.31834302
-0.7096,-0.4838,46.54146238
-0.7096,-0.4516,46.7621644
-0.7096,-0.4194,46.98182958
-0.7096,-0.387,47.20181262
-0.7096,-0.3548,47.41939768
-0.7096,-0.3226,47.6359459
-0.7096,-0.2904,47.85145728
-0.7096,-0.258,48.06726072
-0.7096,-0.2258,48.28069198
-0.7096,-0.1936,48.4930864
-0.7096,-0.1612,48.70575352
-0.7096,-0.129,48.91606782
-0.7096,-0.0968,49.12534528
-0.7096,-0.0646,49.3335859
-0.7096,-0.0322,49.54207342
-0.7096,0,49.74823392
-0.7096,0.0322,49.95335758
-0.7096,0.0646,50.15870878
-0.7096,0.0968,50.36175232
-0.7096,0.129,50.56375902
-0.7096,0.1612,50.76472888
-0.7096,0.1936,50.96590048
-0.7096,0.2258,51.16479022
-0.7096,0.258,51.36264312
-0.7096,0.2904,51.5606784
-0.7096,0.3226,51.75645118
-0.7096,0.3548,51.95118712
-0.7096,0.387,52.14488622
-0.7096,0.4194,52.3387419
-0.7096,0.4516,52.53036088
-0.7096,0.4838,52.72094302
-0.7096,0.5162,52.91166238
-0.7096,0.5484,53.1001644
-0.7096,0.5806,53.28762958
-0.7096,0.613,53.47521262
-0.7096,0.6452,53.66059768
-0.7096,0.6774,53.8449459
-0.7096,0.7096,54.02825728
-0.7096,0.742,54.21166072
-0.7096,0.7742,54.39289198
-0.7096,0.8064,54.5730864
-0.7096,0.8388,54.75335352
-0.7096,0.871,54.93146782
-0.7096,0.9032,55.10854528
-0.7096,0.9354,55.2845859
-0.7096,0.9678,55.46067342
-0.7096,1,55.63463392
-0.6774,-1,43.17396462
-0.6774,-0.9678,43.40195672
-0.6774,-0.9354,43.6303184
-0.6774,-0.9032,43.85623038
-0.6774,-0.871,44.08110552
-0.6774,-0.8388,44.30494382
-0.6774,-0.8064,44.5291259
-0.6774,-0.7742,44.75088408
-0.6774,-0.742,44.97160542
-0.6774,-0.7096,45.19265118
-0.6774,-0.6774,45.4112924
-0.6774,-0.6452,45.62889678
-0.6774,-0.613,45.84546432
-0.6774,-0.5806,46.06233048
-0.6774,-0.5484,46.2768179
-0.6774,-0.5162,46.49026848
-0.6774,-0.4838,46.70399832
-0.6774,-0.4516,46.91536878
-0.6774,-0.4194,47.1257024
-0.6774,-0.387,47.33629592
-0.6774,-0.3548,47.54454942
-0.6774,-0.3226,47.75176608
-0.6774,-0.2904,47.9579459
-0.6774,-0.258,48.16435982
-0.6774,-0.2258,48.36845952
-0.6774,-0.1936,48.57152238
-0.6774,-0.1612,48.77479998
-0.6774,-0.129,48.97578272
-0.6774,-0.0968,49.17572862
-0.6774,-0.0646,49.37463768
-0.6774,-0.0322,49.57373568
-0.6774,0,49.77056462
-0.6774,0.0322,49.96635672
-0.6774,0.0646,50.1623184
-0.6774,0.0968,50.35603038
-0.6774,0.129,50.54870552
-0.6774,0.1612,50.74034382
-0.6774,0.1936,50.9321259
-0.6774,0.2258,51.12168408
-0.6774,0.258,51.31020542
-0.6774,0.2904,51.49885118
-0.6774,0.3226,51.6852924
-0.6774,0.3548,51.87069678
-0.6774,0.387,52.05506432
-0.6774,0.4194,52.23953048
-0.6774,0.4516,52.4218179
-0.6774,0.4838,52.60306848
-0.6774,0.5162,52.78439832
-0.6774,0.5484,52.96356878
-0.6774,0.5806,53.1417024
-0.6774,0.613,53.31989592
-0.6774,0.6452,53.49594942
-0.6774,0.6774,53.67096608
-0.6774,0.7096,53.8449459
-0.6774,0.742,54.01895982
-0.6774,0.7742,54.19085952
-0.6774,0.8064,54.36172238
-0.6774,0.8388,54.53259998
-0.6774,0.871,54.70138272
-0.6774,0.9032,54.86912862
-0.6774,0.9354,55.03583768
-0.6774,0.9678,55.20253568
-0.6774,1,55.36716462
-0.6452,-1,43.48505848
-0.6452,-0.9678,43.70371902
-0.6452,-0.9354,43.92269118
-0.6452,-0.9032,44.1392716
-0.6452,-0.871,44.35481518
-0.6452,-0.8388,44.56932192
-0.6452,-0.8064,44.78411448
-0.6452,-0.7742,44.9965411
-0.6452,-0.742,45.20793088
-0.6452,-0.7096,45.41958712
-0.6452,-0.6774,45.62889678
-0.6452,-0.6452,45.8371696
-0.6452,-0.613,46.04440558
-0.6452,-0.5806,46.25188222
-0.6452,-0.5484,46.45703808
-0.6452,-0.5162,46.6611571
-0.6452,-0.4838,46.86549742
-0.6452,-0.4516,47.06753632
-0.6452,-0.4194,47.26853838
-0.6452,-0.387,47.46974238
-0.6452,-0.3548,47.66866432
-0.6452,-0.3226,47.86654942
-0.6452,-0.2904,48.06339768
-0.6452,-0.258,48.26042208
-0.6452,-0.2258,48.45519022
-0.6452,-0.1936,48.64892152
-0.6452,-0.1612,48.8428096
-0.6452,-0.129,49.03446078
-0.6452,-0.0968,49.22507512
-0.6452,-0.0646,49.41465262
-0.6452,-0.0322,49.6043611
-0.6452,0,49.79185848
-0.6452,0.0322,49.97831902
-0.6452,0.0646,50.16489118
-0.6452,0.0968,50.3492716
-0.6452,0.129,50.53261518
-0.6452,0.1612,50.71492192
-0.6452,0.1936,50.89731448
-0.6452,0.2258,51.0775411
-0.6452,0.258,51.25673088
-0.6452,0.2904,51.43598712
-0.6452,0.3226,51.61309678
-0.6452,0.3548,51.7891696
-0.6452,0.387,51.96420558
-0.6452,0.4194,52.13928222
-0.6452,0.4516,52.31223808
-0.6452,0.4838,52.4841571
-0.6452,0.5162,52.65609742
-0.6452,0.5484,52.82593632
-0.6452,0.5806,52.99473838
-0.6452,0.613,53.16354238
-0.6452,0.6452,53.33026432
-0.6452,0.6774,53.49594942
-0.6452,0.7096,53.66059768
-0.6452,0.742,53.82522208
-0.6452,0.7742,53.98779022
-0.6452,0.8064,54.14932152
-0.6452,0.8388,54.3108096
-0.6452,0.871,54.47026078
-0.6452,0.9032,54.62867512
-0.6452,0.9354,54.78605262
-0.6452,0.9678,54.9433611
-0.6452,1,55.09865848
-0.613,-1,43.7951155
-0.613,-0.9678,44.00444448
-0.613,-0.9354,44.21402712
-0.613,-0.9032,44.42127598
-0.613,-0.871,44.627488
-0.613,-0.8388,44.83266318
-0.613,-0.8064,45.03806622
-0.613,-0.7742,45.24116128
-0.613,-0.742,45.4432195
-0.613,-0.7096,45.64548622
-0.613,-0.6774,45.84546432
-0.613,-0.6452,46.04440558
-0.613,-0.613,46.24231
-0.613,-0.5806,46.44039712
-0.613,-0.5484,46.63622142
-0.613,-0.5162,46.83100888
-0.613,-0.4838,47.02595968
-0.613,-0.4516,47.21866702
-0.613,-0.4194,47.41033752
-0.613,-0.387,47.602152
-0.613,-0.3548,47.79174238
-0.613,-0.3226,47.98029592
-0.613,-0.2904,48.16781262
-0.613,-0.258,48.3554475
-0.613,-0.2258,48.54088408
-0.613,-0.1936,48.72528382
-0.613,-0.1612,48.90978238
-0.613,-0.129,49.092102
-0.613,-0.0968,49.27338478
-0.613,-0.0646,49.45363072
-0.613,-0.0322,49.63394968
-0.613,0,49.8121155
-0.613,0.0322,49.98924448
-0.613,0.0646,50.16642712
-0.613,0.0968,50.34147598
-0.613,0.129,50.515488
-0.613,0.1612,50.68846318
-0.613,0.1936,50.86146622
-0.613,0.2258,51.03236128
-0.613,0.258,51.2022195
-0.613,0.2904,51.37208622
-0.613,0.3226,51.53986432
-0.613,0.3548,51.70660558
-0.613,0.387,51.87231
-0.613,0.4194,52.03799712
-0.613,0.4516,52.20162142
-0.613,0.4838,52.36420888
-0.613,0.5162,52.52675968
-0.613,0.5484,52.68726702
-0.613,0.5806,52.84673752
-0.613,0.613,53.006152
-0.613,0.6452,53.16354238
-0.613,0.6774,53.31989592
-0.613,0.7096,53.47521262
-0.613,0.742,53.6304475
-0.613,0.7742,53.78368408
-0.613,0.8064,53.93588382
-0.613,0.8388,54.08798238
-0.613,0.871,54.238102
-0.613,0.9032,54.38718478
-0.613,0.9354,54.53523072
-0.613,0.9678,54.68314968
-0.613,1,54.8291155
-0.5806,-1,44.10605182
-0.5806,-0.9678,44.30599128
-0.5806,-0.9354,44.50612608
-0.5806,-0.9032,44.70398542
-0.5806,-0.871,44.90080792
-0.5806,-0.8388,45.09659358
-0.5806,-0.8064,45.29254878
-0.5806,-0.7742,45.48625432
-0.5806,-0.742,45.67892302
-0.5806,-0.7096,45.8717419
-0.5806,-0.6774,46.06233048
-0.5806,-0.6452,46.25188222
-0.5806,-0.613,46.44039712
-0.5806,-0.5806,46.6290364
-0.5806,-0.5484,46.81547118
-0.5806,-0.5162,47.00086912
-0.5806,-0.4838,47.18637208
-0.5806,-0.4516,47.3696899
